country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,AT.1,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,AY.4.2,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.1.529,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.1.7,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.1.7+E484K,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.351,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.427/B.1.429,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.525,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.526,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.616,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.617,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.617.1,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.617.2,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.617.3,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.620,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.621,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,B.1.640,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,C.1.2,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,C.37,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,P.1,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,P.3,0,4,0.0
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,UNK,0,,
Austria,AT,2020-40,GISAID,5597,4,0.1,Yes,Other,4,4,100.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,AT.1,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,AY.4.2,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.1.529,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.1.7,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.1.7+E484K,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.351,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.427/B.1.429,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.525,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.526,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.616,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.617,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.617.1,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.617.2,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.617.3,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.620,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.621,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,B.1.640,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,C.1.2,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,C.37,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,P.1,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,P.3,0,26,0.0
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,UNK,0,,
Austria,AT,2020-41,GISAID,7486,26,0.3,Yes,Other,26,26,100.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,AT.1,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,AY.4.2,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.1.529,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.1.7,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.1.7+E484K,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.351,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.427/B.1.429,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.525,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.526,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.616,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.617,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.617.1,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.617.2,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.617.3,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.620,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.621,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,B.1.640,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,C.1.2,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,C.37,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,P.1,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,P.3,0,42,0.0
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,UNK,0,,
Austria,AT,2020-42,GISAID,9903,42,0.4,Yes,Other,42,42,100.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,AT.1,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,AY.4.2,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.1.529,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.1.7,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.1.7+E484K,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.351,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.427/B.1.429,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.525,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.526,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.616,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.617,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.617.1,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.617.2,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.617.3,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.620,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.621,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,B.1.640,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,C.1.2,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,C.37,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,P.1,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,P.3,0,42,0.0
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,UNK,0,,
Austria,AT,2020-43,GISAID,18273,42,0.2,Yes,Other,42,42,100.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,AT.1,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,AY.4.2,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.1.529,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.1.7,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.1.7+E484K,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.351,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.427/B.1.429,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.525,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.526,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.616,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.617,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.617.1,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.617.2,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.617.3,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.620,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.621,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,B.1.640,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,C.1.2,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,C.37,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,P.1,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,P.3,0,51,0.0
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,UNK,0,,
Austria,AT,2020-44,GISAID,31613,51,0.2,Yes,Other,51,51,100.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,AT.1,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,AY.4.2,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.1.529,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.1.7,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.1.7+E484K,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.351,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.427/B.1.429,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.525,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.526,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.616,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.617,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.617.1,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.617.2,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.617.3,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.620,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.621,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,B.1.640,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,C.1.2,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,C.37,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,P.1,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,P.3,0,130,0.0
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,UNK,0,,
Austria,AT,2020-45,GISAID,44758,130,0.3,Yes,Other,130,130,100.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,AT.1,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,AY.4.2,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.1.529,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.1.7,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.1.7+E484K,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.351,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.427/B.1.429,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.525,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.526,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.616,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.617,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.617.1,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.617.2,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.617.3,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.620,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.621,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,B.1.640,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,C.1.2,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,C.37,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,P.1,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,P.3,0,141,0.0
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,UNK,0,,
Austria,AT,2020-46,GISAID,47880,141,0.3,Yes,Other,141,141,100.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,AT.1,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,AY.4.2,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.1.529,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.1.7,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.1.7+E484K,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.351,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.427/B.1.429,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.525,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.526,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.616,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.617,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.617.1,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.617.2,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.617.3,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.620,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.621,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,B.1.640,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,C.1.2,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,C.37,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,P.1,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,P.3,0,18,0.0
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,UNK,0,,
Austria,AT,2020-47,GISAID,40742,18,0.0,Yes,Other,18,18,100.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,AT.1,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,AY.4.2,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.1.529,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.1.7,2,94,2.1
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.1.7+E484K,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.351,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.427/B.1.429,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.525,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.526,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.616,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.617,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.617.1,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.617.2,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.617.3,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.620,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.621,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,B.1.640,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,C.1.2,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,C.37,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,P.1,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,P.3,0,94,0.0
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,UNK,0,,
Austria,AT,2020-48,GISAID,31162,94,0.3,Yes,Other,92,94,97.9
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,AT.1,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,AY.4.2,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.1.529,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.1.7,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.1.7+E484K,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.351,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.427/B.1.429,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.525,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.526,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.616,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.617,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.617.1,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.617.2,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.617.3,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.620,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.621,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,B.1.640,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,C.1.2,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,C.37,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,P.1,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,P.3,0,42,0.0
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,UNK,24,,
Austria,AT,2020-49,GISAID,23078,66,0.3,Yes,Other,42,42,100.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,AT.1,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,AY.4.2,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.1.529,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.1.7,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.1.7+E484K,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.351,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.427/B.1.429,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.525,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.526,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.616,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.617,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.617.1,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.617.2,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.617.3,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.620,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.621,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,B.1.640,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,C.1.2,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,C.37,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,P.1,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,P.3,0,11,0.0
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,UNK,4,,
Austria,AT,2020-50,GISAID,18701,15,0.1,Yes,Other,11,11,100.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,AT.1,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,AY.4.2,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.1.529,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.1.7,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.1.7+E484K,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.351,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.427/B.1.429,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.525,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.526,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.616,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.617,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.617.1,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.617.2,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.617.3,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.620,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.621,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,B.1.640,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,C.1.2,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,C.37,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,P.1,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,P.3,0,33,0.0
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,UNK,12,,
Austria,AT,2020-51,GISAID,14864,45,0.3,Yes,Other,33,33,100.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,AT.1,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,AY.4.2,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.1.529,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.1.7,1,53,1.9
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.1.7+E484K,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.351,1,53,1.9
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.427/B.1.429,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.525,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.526,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.616,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.617,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.617.1,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.617.2,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.617.3,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.620,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.621,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,B.1.640,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,C.1.2,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,C.37,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,P.1,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,P.3,0,53,0.0
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,UNK,89,,
Austria,AT,2020-52,GISAID,13340,142,1.1,Yes,Other,51,53,96.2
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,AT.1,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,AY.4.2,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.1.529,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.1.7,14,260,5.4
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.1.7+E484K,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.351,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.427/B.1.429,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.525,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.526,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.616,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.617,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.617.1,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.617.2,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.617.3,0,260,0.0
Austria,AT,2020-53,GISAID,14895,342,2.3,Yes,B.1.620,0,260,0.0
