country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,B.1.617.3,0,274,0.0
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,B.1.620,0,274,0.0
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,B.1.621,0,274,0.0
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,B.1.640,0,274,0.0
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,C.1.2,0,274,0.0
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,C.37,0,274,0.0
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,P.1,4,274,1.5
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,P.3,0,274,0.0
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,UNK,729,,
Austria,AT,2021-23,GISAID,1685,1000,59.3,Yes,Other,6,274,2.2
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,AT.1,3,529,0.6
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,AY.4.2,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.1.529,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.1.7,232,529,43.9
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.1.7+E484K,3,529,0.6
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.351,1,529,0.2
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.427/B.1.429,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.525,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.526,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.616,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.617,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.617.1,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.617.2,279,529,52.7
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.617.3,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.620,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.621,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,B.1.640,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,C.1.2,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,C.37,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,P.1,4,529,0.8
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,P.3,0,529,0.0
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,UNK,298,,
Austria,AT,2021-24,GISAID,1002,824,82.2,Yes,Other,7,529,1.3
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,AT.1,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,AY.4.2,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.1.529,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.1.7,46,207,22.2
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.1.7+E484K,1,207,0.5
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.351,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.427/B.1.429,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.525,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.526,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.616,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.617,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.617.1,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.617.2,159,207,76.8
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.617.3,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.620,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.621,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,B.1.640,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,C.1.2,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,C.37,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,P.1,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,P.3,0,207,0.0
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,UNK,256,,
Austria,AT,2021-25,GISAID,679,462,68.0,Yes,Other,1,207,0.5
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,AT.1,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,AY.4.2,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.1.529,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.1.7,40,215,18.6
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.1.7+E484K,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.351,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.427/B.1.429,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.525,1,215,0.5
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.526,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.616,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.617,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.617.1,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.617.2,173,215,80.5
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.617.3,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.620,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.621,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,B.1.640,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,C.1.2,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,C.37,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,P.1,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,P.3,0,215,0.0
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,UNK,404,,
Austria,AT,2021-26,GISAID,633,619,97.8,Yes,Other,1,215,0.5
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,AT.1,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,AY.4.2,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.1.529,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.1.7,12,279,4.3
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.1.7+E484K,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.351,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.427/B.1.429,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.525,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.526,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.616,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.617,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.617.1,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.617.2,265,279,95.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.617.3,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.620,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.621,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,B.1.640,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,C.1.2,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,C.37,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,P.1,1,279,0.4
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,P.3,0,279,0.0
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,UNK,332,,
Austria,AT,2021-27,GISAID,1093,611,55.9,Yes,Other,1,279,0.4
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,AT.1,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,AY.4.2,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.1.529,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.1.7,5,439,1.1
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.1.7+E484K,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.351,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.427/B.1.429,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.525,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.526,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.616,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.617,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.617.1,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.617.2,434,439,98.9
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.617.3,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.620,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.621,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,B.1.640,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,C.1.2,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,C.37,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,P.1,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,P.3,0,439,0.0
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,UNK,647,,
Austria,AT,2021-28,GISAID,2193,1086,49.5,Yes,Other,0,439,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,AT.1,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,AY.4.2,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.1.529,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.1.7,3,326,0.9
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.1.7+E484K,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.351,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.427/B.1.429,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.525,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.526,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.616,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.617,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.617.1,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.617.2,323,326,99.1
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.617.3,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.620,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.621,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,B.1.640,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,C.1.2,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,C.37,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,P.1,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,P.3,0,326,0.0
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,UNK,995,,
Austria,AT,2021-29,GISAID,2533,1321,52.2,Yes,Other,0,326,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,AT.1,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,AY.4.2,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.1.529,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.1.7,3,351,0.9
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.1.7+E484K,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.351,1,351,0.3
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.427/B.1.429,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.525,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.526,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.616,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.617,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.617.1,1,351,0.3
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.617.2,345,351,98.3
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.617.3,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.620,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.621,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,B.1.640,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,C.1.2,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,C.37,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,P.1,1,351,0.3
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,P.3,0,351,0.0
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,UNK,1006,,
Austria,AT,2021-30,GISAID,3251,1357,41.7,Yes,Other,0,351,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,AT.1,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,AY.4.2,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.1.529,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.1.7,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.1.7+E484K,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.351,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.427/B.1.429,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.525,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.526,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.616,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.617,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.617.1,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.617.2,259,260,99.6
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.617.3,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.620,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.621,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,B.1.640,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,C.1.2,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,C.37,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,P.1,1,260,0.4
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,P.3,0,260,0.0
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,UNK,1296,,
Austria,AT,2021-31,GISAID,3667,1556,42.4,Yes,Other,0,260,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,AT.1,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,AY.4.2,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.1.529,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.1.7,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.1.7+E484K,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.351,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.427/B.1.429,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.525,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.526,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.616,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.617,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.617.1,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.617.2,292,294,99.3
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.617.3,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.620,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.621,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,B.1.640,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,C.1.2,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,C.37,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,P.1,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,P.3,0,294,0.0
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,UNK,1669,,
Austria,AT,2021-32,GISAID,5901,1963,33.3,Yes,Other,2,294,0.7
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,AT.1,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,AY.4.2,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.1.529,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.1.7,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.1.7+E484K,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.351,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.427/B.1.429,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.525,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.526,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.616,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.617,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.617.1,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.617.2,321,321,100.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.617.3,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.620,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.621,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,B.1.640,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,C.1.2,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,C.37,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,P.1,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,P.3,0,321,0.0
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,UNK,938,,
Austria,AT,2021-33,GISAID,8065,1259,15.6,Yes,Other,0,321,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,AT.1,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,AY.4.2,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.1.529,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.1.7,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.1.7+E484K,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.351,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.427/B.1.429,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.525,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.526,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.616,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.617,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.617.1,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.617.2,386,386,100.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.617.3,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.620,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.621,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,B.1.640,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,C.1.2,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,C.37,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,P.1,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,P.3,0,386,0.0
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,UNK,2464,,
Austria,AT,2021-34,GISAID,9436,2850,30.2,Yes,Other,0,386,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,AT.1,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,AY.4.2,1,192,0.5
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.1.529,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.1.7,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.1.7+E484K,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.351,1,192,0.5
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.427/B.1.429,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.525,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.526,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.616,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.617,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.617.1,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.617.2,189,192,98.4
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.617.3,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.620,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.621,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,B.1.640,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,C.1.2,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,C.37,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,P.1,1,192,0.5
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,P.3,0,192,0.0
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,UNK,1819,,
Austria,AT,2021-35,GISAID,11306,2011,17.8,Yes,Other,0,192,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,AT.1,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,AY.4.2,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.1.529,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.1.7,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.1.7+E484K,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.351,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.427/B.1.429,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.525,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.526,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.616,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.617,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.617.1,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.617.2,261,261,100.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.617.3,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.620,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.621,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,B.1.640,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,C.1.2,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,C.37,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,P.1,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,P.3,0,261,0.0
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,UNK,1356,,
Austria,AT,2021-36,GISAID,14060,1617,11.5,Yes,Other,0,261,0.0
Austria,AT,2021-37,GISAID,13749,1225,8.9,Yes,AT.1,0,245,0.0
